"Bug ID","Product","Component","Assignee","Status","Severity","Resolution","Summary","Changed","Alias","Assignee Real Name","Blocks","Depends on","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Personal Tags","Priority","Reporter","Reporter Real Name","Summary","Target Milestone","URL","Version","Votes"
18947,"POI","HSSF","dev","RESOLVED","major","FIXED","[PATCH]Some String values garble on different platforms","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,13,"2003-04-11 10:17:21","other",,"P3","kamoshida.toshiaki","Toshiaki Kamoshida","[PATCH]Some String values garble on different platforms"," ---",,"2.0-dev",0
19053,"POI","HSSF","dev","RESOLVED","normal","FIXED","same "".xls"" file can't read - ClassCastException LabelRecord","2008-05-05 20:18:32",,"POI Developers List",,,"Sun",,,20,"2003-04-16 06:42:11","Solaris",,"P3","weitang","Tang Wei","same "".xls"" file can't read - ClassCastException LabelRecord"," ---",,"2.0-FINAL",0
19054,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","Problem during saving excel file with macros","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,5,"2003-04-16 07:10:58","All",,"P3","ramil.israfilov","Ramil Israfilov","Problem during saving excel file with macros"," ---",,"2.0-dev",2
19079,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] formula fixes for IF support, conditionals, string handling","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,8,"2003-04-16 16:55:47","All",,"P3","fred",,"[PATCH] formula fixes for IF support, conditionals, string handling"," ---",,"2.0-dev",0
19083,"POI","HSSF","dev","RESOLVED","major","FIXED","[NEEDS-INFO] Error Opening Excel File","2005-03-20 17:06:12",,"POI Developers List",,,"Other",,,3,"2003-04-16 17:52:57","All",,"P3","fy7175","Feng Yu","[NEEDS-INFO] Error Opening Excel File"," ---",,"1.0.2",2
19210,"POI","HSSF","dev","RESOLVED","major","INVALID","Unable to read Excel file","2005-03-20 17:06:12",,"POI Developers List",,,"Other",,,3,"2003-04-22 07:01:45","All",,"P3","bar_nitin","Nitin","Unable to read Excel file"," ---",,"unspecified",0
19294,"POI","HSSF","dev","RESOLVED","enhancement","FIXED","[RFE] toString() for the HSSFCell","2005-05-20 03:14:58",,"POI Developers List",,,"PC",,,4,"2003-04-24 22:01:35","All",,"P3","wgilster","Wes Gilster","[RFE] toString() for the HSSFCell"," ---",,"3.0-dev",0
19321,"POI","HSSF","dev","RESOLVED","blocker","FIXED","Off-By-One error on HSSFPalette.getColor()","2006-08-26 15:38:39",,"POI Developers List",,,"PC",,,6,"2003-04-25 13:27:11","All",,"P3","wgilster","Wes Gilster","Off-By-One error on HSSFPalette.getColor()"," ---",,"2.0-pre3",4
19377,"POI","HSSF","dev","RESOLVED","normal","FIXED","[RFE] #VALUE! in the function of Vlookup","2008-05-05 11:38:49",,"POI Developers List",34973,,"PC",,,3,"2003-04-28 03:37:10","All",,"P3","jacky_yeung","Jacky","[RFE] #VALUE! in the function of Vlookup"," ---",,"3.0-dev",0
19381,"POI","HSSF","dev","RESOLVED","minor","DUPLICATE","When MergeCellsRecord becomes too big, excel is unable to read the spreadsheet.","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,2,"2003-04-28 08:04:52","Linux",,"P3","willem","Willem MOORS","When MergeCellsRecord becomes too big, excel is unable to read the spreadsheet."," ---",,1.5,0
19528,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] HSSFCellUtil greek character encodings","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,3,"2003-05-01 21:15:05","other",,"P3","epugh","Eric Pugh","[PATCH] HSSFCellUtil greek character encodings"," ---",,"unspecified",0
19599,"POI","HSSF","dev","RESOLVED","minor","FIXED","java.lang.IllegalArgumentException","2004-11-16 19:05:40",,"POI Developers List",,,"PC",,,7,"2003-05-02 15:55:08","Windows XP",,"P3","b2n2zjm","David Parsons","java.lang.IllegalArgumentException"," ---",,"2.0-pre3",0
19634,"POI","HSSF","dev","RESOLVED","blocker","FIXED","org.apache.poi.hssf.record.UnicodeString doesn't compile under JDK 1.3","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,3,"2003-05-05 03:01:07","other",,"P3","donald","Donald Bell","org.apache.poi.hssf.record.UnicodeString doesn't compile under JDK 1.3"," ---",,"2.0-dev",0
19642,"POI","HSSF","dev","RESOLVED","normal","INVALID","how to hide gridlines on an excel sheet","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,3,"2003-05-05 09:16:02","All",,"P3","Arshi.Singh","arshi singh","how to hide gridlines on an excel sheet"," ---",,"unspecified",0
19739,"POI","HSSF","dev","RESOLVED","blocker","DUPLICATE","[PATCH] ContinueRecord not copied by RecordFactory","2004-11-16 19:05:40",,"POI Developers List",,,"PC",,,9,"2003-05-07 16:38:09","other",,"P3","brett.knights",,"[PATCH] ContinueRecord not copied by RecordFactory"," ---",,"unspecified",0
19792,"POI","HSSF","dev","RESOLVED","normal","FIXED","Setting Cell's value to Jan 1, 1900 without a time doesn't return the same value set to","2008-12-25 10:27:37",,"POI Developers List",,,"PC",,,7,"2003-05-09 05:23:52","All",,"P3","donald","Donald Bell","Setting Cell's value to Jan 1, 1900 without a time doesn't return the same value set to"," ---",,"3.0-dev",0
19862,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] Runtime Exception in NameRecord.java","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,4,"2003-05-12 18:07:39","other",,"P3","lloydj","John Lloyd","[PATCH] Runtime Exception in NameRecord.java"," ---",,"unspecified",0
19888,"POI","HSSF","dev","RESOLVED","enhancement","FIXED","[PATCH] Make CellReference and AreaReference sheetName aware","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,3,"2003-05-13 13:13:10","other",,"P3","brett.knights",,"[PATCH] Make CellReference and AreaReference sheetName aware"," ---",,"unspecified",0
19961,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] Sheet.getColumnWidth() returns wrong value","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,5,"2003-05-15 17:02:06","other",,"P3","lloydj","John Lloyd","[PATCH] Sheet.getColumnWidth() returns wrong value"," ---",,"unspecified",0
19974,"POI","HSSF","dev","RESOLVED","major","FIXED","Fail to write long string with ENCODING_UTF_16","2004-11-16 19:05:40",,"POI Developers List",,,"PC",,,6,"2003-05-16 00:23:55","Windows XP",,"P3","george_x_zhou","George Zhou","Fail to write long string with ENCODING_UTF_16"," ---",,"3.0-dev",4
20035,"POI","HSSF","dev","RESOLVED","normal","INVALID","Cannot write a image in the excel file onto a new excel file","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,2,"2003-05-19 13:17:49","All",,"P3","ketan.kuruwa","ketan kuruwa","Cannot write a image in the excel file onto a new excel file"," ---",,"1.0.2",0
20038,"POI","HSSF","dev","RESOLVED","critical","FIXED","This is a serious issue for me","2005-03-20 17:06:12",,"POI Developers List",,,"Other",,,9,"2003-05-19 15:17:15","All",,"P3","snaresh_78","naresh","This is a serious issue for me"," ---",,"1.5.1",0
20045,"POI","HSSF","dev","RESOLVED","blocker","DUPLICATE","Fail to write long string with ENCODING_UTF_16","2004-11-16 19:05:40",,"POI Developers List",,,"PC",,,2,"2003-05-19 22:05:38","Windows XP",,"P3","vgeng","Vicki Geng","Fail to write long string with ENCODING_UTF_16"," ---",,"1.5.1",0
20048,"POI","HSSF","dev","RESOLVED","minor","WONTFIX","[PATCH][RFE] Add a way to change the focused cell with usermodel API","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,5,"2003-05-20 04:53:10","other",,"P3","kamoshida.toshiaki","Toshiaki Kamoshida","[PATCH][RFE] Add a way to change the focused cell with usermodel API"," ---",,"2.0-pre3",0
20052,"POI","HSSF","dev","RESOLVED","normal","INVALID","Bug with addCell and getCell","2004-11-16 19:05:40",,"POI Developers List",,,"PC",,,2,"2003-05-20 09:40:38","other",,"P3","msebire","Micka","Bug with addCell and getCell"," ---",,"2.0-dev",0
20061,"POI","HSSF","dev","RESOLVED","normal","INVALID","Can not set data format to a cell style which consist from date and time (e.g : m/d/yy h:mm:ss), problem with time","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,2,"2003-05-20 14:29:26","other",,"P3","ranl","Ran Leitman","Can not set data format to a cell style which consist from date and time (e.g : m/d/yy h:mm:ss), problem with time"," ---",,"unspecified",0
20090,"POI","HSSF","dev","RESOLVED","normal","FIXED","[NEED-INFO] chinese font problem","2006-08-26 15:53:05",,"POI Developers List",,,"PC",,,3,"2003-05-21 02:59:36","All",,"P3","hexuwei","hexuwei","[NEED-INFO] chinese font problem"," ---",,"3.0-dev",0
20146,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","[PATCH] for making ""getWorkbook"" method public in HSSFWorkbook.java","2005-04-22 09:13:32",,"POI Developers List",,,"Other",,,6,"2003-05-22 12:38:41","other",,"P3","jjoji","Joji John","[PATCH] for making ""getWorkbook"" method public in HSSFWorkbook.java"," ---",,"unspecified",1
20269,"POI","HSSF","dev","RESOLVED","normal","WONTFIX","[RFE] Unable to hide cells on Excel sheet","2008-12-16 09:45:57",,"POI Developers List",,,"All",,,3,"2003-05-27 18:41:21","All",,"P3","ddpanday","deepak","[RFE] Unable to hide cells on Excel sheet"," ---",,"1.0.2",4
20274,"POI","HSSF","dev","RESOLVED","major","FIXED","Problem with setColumnWidth","2008-04-02 03:31:59",,"POI Developers List",,,"PC",,,2,"2003-05-27 20:34:20","Windows XP",,"P3","pjirsa","PJ ""The Yellow Dart""","Problem with setColumnWidth"," ---",,1.5,0
20321,"POI","HSSF","dev","RESOLVED","critical","FIXED","""NO IDEA SHARED FORMULA EXP PTG"" appears when read copy/paste formula","2010-03-09 14:36:06",,"POI Developers List",,,"Other",,,13,"2003-05-29 02:36:01","All",,"P3","mlzhao","zhaoml","""NO IDEA SHARED FORMULA EXP PTG"" appears when read copy/paste formula"," ---",,"2.0-dev",2
20497,"POI","HSSF","dev","RESOLVED","major","FIXED","The ""Fit to Page"" functionality does not seem to work.","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,3,"2003-06-05 07:26:19","All",,"P3","miadarola","Mose IADAROLA","The ""Fit to Page"" functionality does not seem to work."," ---",,"2.0-dev",5
20548,"POI","HSSF","dev","RESOLVED","major","DUPLICATE","POI cannot modifiy files with =HYPERLINK in cells","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,2,"2003-06-06 13:46:08","Linux",,"P3","eric","Eric Larson","POI cannot modifiy files with =HYPERLINK in cells"," ---",,"1.5.1",0
20550,"POI","HSSF","dev","RESOLVED","normal","WORKSFORME","can't read existing formula cells","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,7,"2003-06-06 15:20:05","All",,"P3","ethanshayne","Ethan Shayne","can't read existing formula cells"," ---",,"2.0-pre3",4
20696,"POI","HSSF","dev","RESOLVED","major","FIXED","[PATCH] Workbook.getSheetIndex() needs to ignore case.","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,2,"2003-06-12 00:57:04","All",,"P3","eladner","Eric Ladner","[PATCH] Workbook.getSheetIndex() needs to ignore case."," ---",,"2.0-dev",0
20701,"POI","HSSF","dev","RESOLVED","blocker","DUPLICATE","HSSFSheet.getFitToPage(), HSSFSheet.setFitToPage() are not working","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,5,"2003-06-12 07:38:26","All",,"P3","prozovski","Peter","HSSFSheet.getFitToPage(), HSSFSheet.setFitToPage() are not working"," ---",,"2.0-dev",1
20846,"POI","HSSF","dev","RESOLVED","major","WORKSFORME","'Rows to repeat at top' lost from template .xls","2009-02-18 09:24:13",,"POI Developers List",,,"PC",,,4,"2003-06-17 22:31:43","All",,"P3","bbaron","Bob Baron","'Rows to repeat at top' lost from template .xls"," ---",,"3.0-dev",0
20871,"POI","HSSF","dev","RESOLVED","major","WORKSFORME","[RFE] Lie to excel.  version issue while saving/updating an excel 2002 file","2009-02-18 09:23:47",,"POI Developers List",,,"PC",,,5,"2003-06-18 14:19:05","All",,"P3","mahesh.vannavada","Mahesh Vannavada","[RFE] Lie to excel.  version issue while saving/updating an excel 2002 file"," ---",,"3.0-dev",1
20899,"POI","HSSF","dev","RESOLVED","normal","INVALID","HSSFCell  setCellValue  problem","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,2,"2003-06-19 05:12:34","All",,"P3","joblee","tommy","HSSFCell  setCellValue  problem"," ---",,"1.5.1",0
21027,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH]Cloning Sheets: Formula Problems","2004-11-16 19:05:40",,"POI Developers List",,,"PC",,,8,"2003-06-23 19:55:16","other",,"P3","niall.pemberton","Niall Pemberton","[PATCH]Cloning Sheets: Formula Problems"," ---",,"2.0-dev",0
21049,"POI","HSSF","dev","RESOLVED","critical","INVALID","Cannot Instantiate HSSFWorkBook on large excel document","2004-11-16 19:05:40",,"POI Developers List",,,"Sun",,,2,"2003-06-24 14:37:15","Solaris",,"P3","gnangoma","Godfrey Nang'oma","Cannot Instantiate HSSFWorkBook on large excel document"," ---",,"unspecified",0
21066,"POI","HSSF","dev","RESOLVED","blocker","FIXED","Can not modify a blank spreadsheet","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,8,"2003-06-24 21:57:54","All",,"P3","tschafer","Tim Schafer","Can not modify a blank spreadsheet"," ---",,"2.0-pre3",0
21086,"POI","HSSF","dev","RESOLVED","major","FIXED","false comparison of red, blue, green values in HSSFPalette","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,3,"2003-06-25 15:59:01","All",,"P3","tobias.haubner","Tobias Haubner","false comparison of red, blue, green values in HSSFPalette"," ---",,"unspecified",0
21118,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","How to create a cell with a Hyperlink","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,2,"2003-06-26 16:20:54","other",,"P3","phani","phani","How to create a cell with a Hyperlink"," ---",,"1.0.2",0
21233,"POI","HSSF","dev","RESOLVED","normal","WONTFIX","Rename ENCODING_UTF_16","2006-07-24 05:53:37",,"POI Developers List",,,"All",,,3,"2003-07-01 15:16:43","All",,"P3","poi-support","Andy Oliver","Rename ENCODING_UTF_16"," ---",,"3.0-dev",0
21278,"POI","HSSF","dev","RESOLVED","major","DUPLICATE","Unable to Add to Pre-Existing XLS","2004-11-16 19:05:40",,"POI Developers List",,,"Sun",,,7,"2003-07-02 15:00:07","Solaris",,"P3","dennis.trask","Dennis Trask","Unable to Add to Pre-Existing XLS"," ---",,"2.0-dev",0
21334,"POI","HSSF","dev","RESOLVED","critical","FIXED","Problem during saving excel file with macros","2008-05-17 02:33:56",,"POI Developers List",,,"PC",,,5,"2003-07-04 05:02:17","All",,"P3","raj_renu","Renu","Problem during saving excel file with macros"," ---",,"3.0-dev",0
21353,"POI","HSSF","dev","RESOLVED","normal","INVALID","I can't insert  a page break using  HSSF!","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,2,"2003-07-06 12:33:26","All",,"P3","smltiger","smltiger","I can't insert  a page break using  HSSF!"," ---",,"2.0-dev",0
21439,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] for problem writing HEADERS on a sheet with an embedded chart","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,4,"2003-07-09 17:57:11","All",,"P3","paul","Paul Pound","[PATCH] for problem writing HEADERS on a sheet with an embedded chart"," ---",,"2.0-dev",0
21442,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","values in referencing cells are not updated","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,3,"2003-07-09 18:44:51","All",,"P3","mrei0999","Meike Reichle","values in referencing cells are not updated"," ---",,"2.0-pre3",4
21444,"POI","HSSF","dev","RESOLVED","enhancement","FIXED","[PATCH] Macro functions","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,16,"2003-07-09 19:04:56","All",,"P3","pkrause","Paul Krause","[PATCH] Macro functions"," ---",,"2.0-pre3",0
21447,"POI","HSSF","dev","RESOLVED","normal","FIXED","[RFE]String Formula Cells","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,4,"2003-07-09 20:49:39","Linux",,"P3","ayal","Ayal Leibowitz","[RFE]String Formula Cells"," ---",,"3.0-dev",0
21571,"POI","HSSF","dev","RESOLVED","major","INVALID","[NEEDS-INFO]EXCEL application error appears when closing and not saving a POI generated xls spreadsheet","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,7,"2003-07-14 13:54:09","All",,"P3","fred.barnes","Fred Barnes","[NEEDS-INFO]EXCEL application error appears when closing and not saving a POI generated xls spreadsheet"," ---",,"2.0-dev",0
21580,"POI","HSSF","dev","RESOLVED","normal","FIXED","Data Format for double numbers (more than 2 decimals) not working","2005-03-20 17:06:12",,"POI Developers List",,,"All",,,4,"2003-07-14 18:30:59","All",,"P3","yash2022","Yashwant Singh","Data Format for double numbers (more than 2 decimals) not working"," ---",,"1.5.1",0
21646,"POI","HSSF","dev","RESOLVED","major","DUPLICATE","Cannot open large spreadsheet created by POI. Sheet briefly flashes.","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,8,"2003-07-16 11:03:06","All",,"P3","dandare100","Jeff","Cannot open large spreadsheet created by POI. Sheet briefly flashes."," ---",,"2.0-pre3",6
21673,"POI","HSSF","dev","RESOLVED","normal","WONTFIX","[PATCH] SheetReferences in FormulaParser.toString is not created correctly","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,8,"2003-07-17 01:12:38","All",,"P3","eladner","Eric Ladner","[PATCH] SheetReferences in FormulaParser.toString is not created correctly"," ---",,"2.0-pre3",0
21674,"POI","HSSF","dev","RESOLVED","enhancement","FIXED","[PATCH] Documentation changes for @(Greater|Less|Not)EqualPtg.java","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,4,"2003-07-17 01:32:28","All",,"P3","eladner","Eric Ladner","[PATCH] Documentation changes for @(Greater|Less|Not)EqualPtg.java"," ---",,"2.0-pre3",0
21705,"POI","HSSF","dev","RESOLVED","normal","WONTFIX","[PATCH] New testcases for Contrib code, plus some new code","2008-05-10 21:40:52",,"POI Developers List",,,"Other",,,12,"2003-07-18 09:58:29","other",,"P3","epugh","Eric Pugh","[PATCH] New testcases for Contrib code, plus some new code"," ---",,"3.0-dev",3
21722,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] Add a ProtectRecord to Sheets and give control over protection in HSSFSheet","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,8,"2003-07-18 22:51:16","other",,"P3","rick.berman","Rick Berman","[PATCH] Add a ProtectRecord to Sheets and give control over protection in HSSFSheet"," ---",,"2.0-pre3",1
21872,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","how to hide gridlines","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,2,"2003-07-25 04:24:40","other",,"P3","Arshi.Singh","arshi singh","how to hide gridlines"," ---",,"unspecified",0
21876,"POI","HSSF","dev","RESOLVED","normal","INVALID","java.lang.OutOfMemoryError: unable to create new native thread","2005-05-20 03:47:59",,"POI Developers List",,,"Sun",,,13,"2003-07-25 08:04:47","Solaris",,"P3","fbernard167","Fran","java.lang.OutOfMemoryError: unable to create new native thread"," ---",,"2.0-pre2",0
21884,"POI","HSSF","dev","RESOLVED","normal","FIXED","[RFE] Functions to hide gridlines of excel sheet using HSSF package not working","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,7,"2003-07-25 13:00:16","All",,"P3","Arshi.Singh","arshi singh","[RFE] Functions to hide gridlines of excel sheet using HSSF package not working"," ---",,"2.0-pre2",4
21885,"POI","HSSF","dev","RESOLVED","normal","FIXED","#VALUE! Error from setCellFormula(""PPMT($C$7/1200, C11, $C$6, $C$5)"");","2008-05-05 13:42:55",,"POI Developers List",34973,,"PC",,,2,"2003-07-25 13:55:32","All",,"P3","jwkang","Jai Kang","#VALUE! Error from setCellFormula(""PPMT($C$7/1200, C11, $C$6, $C$5)"");"," ---",,"2.0-pre2",5
21923,"POI","HSSF","dev","RESOLVED","enhancement","WONTFIX","[PATCH] Modify HSSFWorkbook, FormulaParser and SheetReferences to support 3DRefs","2008-12-16 10:01:52",,"POI Developers List",,34944,"All",,,14,"2003-07-28 03:42:40","All",,"P3","eladner","Eric Ladner","[PATCH] Modify HSSFWorkbook, FormulaParser and SheetReferences to support 3DRefs"," ---",,"3.0-dev",0
22199,"POI","HSSF","dev","RESOLVED","critical","INVALID","Unable to read file after particular size is exceeded","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,4,"2003-08-07 06:37:59","All",,"P3","anand.iyer","Anand Iyer","Unable to read file after particular size is exceeded"," ---",,"1.5.1",0
22246,"POI","HSSF","dev","RESOLVED","normal","INVALID","Sheet selection","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,5,"2003-08-08 12:49:40","All",,"P3","cedric.duprez","DUPREZ","Sheet selection"," ---",,"2.0-pre3",0
22292,"POI","HSSF","dev","RESOLVED","major","INVALID","the wrong border value when cell spanned","2008-08-28 14:01:02",,"POI Developers List",,,"PC",,,4,"2003-08-11 07:20:20","other",,"P3","jungleguo","jungleguo","the wrong border value when cell spanned"," ---",,"2.0-pre2",0
22404,"POI","HSSF","dev","RESOLVED","normal","WORKSFORME","[INFO NEEDED]cell format error with append sheet to exists file","2009-02-18 09:25:50",,"POI Developers List",,,"PC",,,3,"2003-08-14 06:42:10","All",,"P3","algusev","Akexander Gusev","[INFO NEEDED]cell format error with append sheet to exists file"," ---",,"2.0-pre2",0
22454,"POI","HSSF","dev","RESOLVED","enhancement","FIXED","Throw exception when creating sheet with a duplicate name","2005-08-25 20:34:10",,"POI Developers List",,,"Other",,,2,"2003-08-15 11:49:51","Linux",,"P3","willem","Willem MOORS","Throw exception when creating sheet with a duplicate name"," ---",,"2.0-pre3",0
22456,"POI","HSSF","dev","RESOLVED","normal","FIXED","Synchronization problem in HSSFDataFormat","2006-07-25 04:51:06",,"POI Developers List",,,"PC",,,2,"2003-08-15 13:18:22","All",,"P3","andreas.zielke","Andreas Zielke","Synchronization problem in HSSFDataFormat"," ---",,"1.5.1",0
22491,"POI","HSSF","dev","RESOLVED","major","INVALID","Cannot create large size excel file","2005-03-20 17:06:12",,"POI Developers List",,,"All",,,2,"2003-08-17 18:50:01","All",,"P3","ying.qin","Ying Qin","Cannot create large size excel file"," ---",,"unspecified",0
22505,"POI","HSSF","dev","RESOLVED","blocker","INVALID","HSSFDateUtil.getExcelDate((java.util.Date)CO) returns -1.0 when Date > 1.1.2000","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,2,"2003-08-18 10:21:23","Linux",,"P3","peter.buckenleib","pbu","HSSFDateUtil.getExcelDate((java.util.Date)CO) returns -1.0 when Date > 1.1.2000"," ---",,"2.0-pre3",0
22568,"POI","HSSF","dev","RESOLVED","normal","DUPLICATE","Files created w. POI 2.02/2.03 crashes excel if rows > 1800","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,5,"2003-08-19 22:35:04","All",,"P3","vijay_alluri",,"Files created w. POI 2.02/2.03 crashes excel if rows > 1800"," ---",,"2.0-pre3",0
22609,"POI","HSSF","dev","RESOLVED","major","INVALID","HSSFWORKBOOK looking for Log4J?","2004-11-16 19:05:40",,"POI Developers List",,,"Other",,,2,"2003-08-21 02:45:39","other",,"P3","normanordas","Norman","HSSFWORKBOOK looking for Log4J?"," ---",,"2.0-pre3",0
22658,"POI","HSSF","dev","RESOLVED","minor","WONTFIX","add link to jExcelAPI on page http://jakarta.apache.org/poi/hssf/alternatives.html","2004-11-16 19:05:40",,"POI Developers List",,,"All",,,2,"2003-08-22 14:00:33","All",,"P3","francois.maurit","Francois MAURIT","add link to jExcelAPI on page http://jakarta.apache.org/poi/hssf/alternatives.html"," ---",,"1.5.1",0
22720,"POI","HSSF","dev","RESOLVED","normal","FIXED","Exception occurs when deleting merged cells from cloned sheet","2015-09-22 03:08:43",,"POI Developers List",,,"PC",,,6,"2003-08-26 03:20:04","Windows XP",,"P3","huri","Harry","Exception occurs when deleting merged cells from cloned sheet"," ---",,"2.0-pre3",0
22727,"POI","HSSF","dev","RESOLVED","normal","INVALID","Cannot copy Font color","2005-07-28 00:43:08",,"POI Developers List",,,"PC",,,3,"2003-08-26 12:21:42","Windows XP",,"P3","Andreas.Liebscher","Andreas Liebscher","Cannot copy Font color"," ---",,"2.0-pre3",0
22735,"POI","HSSF","dev","RESOLVED","enhancement","WONTFIX","[RFE] Copy HSSFSheet Between HSSFWorkbooks","2008-05-10 20:07:40",,"POI Developers List",,,"Sun",,,6,"2003-08-26 19:31:45","Solaris",,"P3","dennis.trask","Dennis Trask","[RFE] Copy HSSFSheet Between HSSFWorkbooks"," ---",,"1.5.1",4
22742,"POI","HSSF","dev","RESOLVED","critical","FIXED","Failed to create HSSFWorkbook!","2005-03-20 17:06:12",,"POI Developers List",,,"PC",,,6,"2003-08-27 03:48:14","All",,"P3","shixy","matthew_shi","Failed to create HSSFWorkbook!"," ---",,"1.5.1",0
22862,"POI","HSSF","dev","RESOLVED","normal","WORKSFORME","Excel memory error - ""The memory could not be written""","2008-05-05 15:02:20",,"POI Developers List",,,"PC",,,6,"2003-09-01 16:45:45","other",,"P3","ranl","Ran Leitman","Excel memory error - ""The memory could not be written"""," ---",,"unspecified",2
22872,"POI","HSSF","dev","RESOLVED","enhancement","FIXED","[RFE]: inserting of dinamicaly made picture","2007-01-15 01:44:29",,"POI Developers List",,,"PC",,,4,"2003-09-02 07:04:43","other",,"P3","itechno","Victor Kravtsov","[RFE]: inserting of dinamicaly made picture"," ---",,"2.0-pre3",0
22873,"POI","HSSF","dev","RESOLVED","normal","FIXED","It is not posible to set Russian words in the footter or header of the page in POI !","2006-01-03 03:40:38",,"POI Developers List",,,"PC",,,2,"2003-09-02 07:11:39","All",,"P3","itechno","Victor Kravtsov","It is not posible to set Russian words in the footter or header of the page in POI !"," ---",,"2.0-pre3",0
22874,"POI","HSSF","dev","RESOLVED","enhancement","FIXED","Is it possible to insert the page separation where I need?","2004-11-16 19:05:41",,"POI Developers List",,,"PC",,,2,"2003-09-02 07:29:52","other",,"P3","itechno","Victor Kravtsov","Is it possible to insert the page separation where I need?"," ---",,"2.0-pre3",0
22922,"POI","HSSF","dev","RESOLVED","critical","FIXED","HSSFSheet.shiftRows() throws java.lang.IndexOutOfBoundsException:","2004-11-16 19:05:41",,"POI Developers List",,,"Other",,,5,"2003-09-04 02:07:06","other",,"P3","xuemin","Xuemin Guan","HSSFSheet.shiftRows() throws java.lang.IndexOutOfBoundsException:"," ---",,"2.0-pre3",0
22925,"POI","HSSF","dev","RESOLVED","normal","INVALID","when I remove the last merged region - I have got exception, but this region has been deleted.","2009-02-18 09:27:51",,"POI Developers List",,,"PC",,,4,"2003-09-04 08:32:11","other",,"P3","itechno","Victor Kravtsov","when I remove the last merged region - I have got exception, but this region has been deleted."," ---",,"2.0-pre3",0
22957,"POI","HSSF","dev","RESOLVED","normal","FIXED","[PATCH] Transparent use of unicode when setting cell content","2006-01-03 03:44:03",,"POI Developers List",,,"PC",,,5,"2003-09-06 10:00:14","Windows XP",,"P3","amichai",,"[PATCH] Transparent use of unicode when setting cell content"," ---",,"3.0-dev",0
23053,"POI","HSSF","dev","RESOLVED","enhancement","WORKSFORME","Need to be able to shift merged borders","2004-11-16 19:05:41",,"POI Developers List",,,"PC",,,2,"2003-09-10 09:04:51","Windows XP",,"P3","nmaslov","Nina Maslov","Need to be able to shift merged borders"," ---",,"2.0-pre3",0
23083,"POI","HSSF","dev","RESOLVED","major","FIXED","Creating Workbook from existing Excel file containing Rich Text will sometimes fail","2005-08-21 21:41:53",,"POI Developers List",,,"PC",,,13,"2003-09-10 20:31:51","All",,"P3","wseguin","Wayne Seguin","Creating Workbook from existing Excel file containing Rich Text will sometimes fail"," ---",,"1.5.1",4
